id,control,carnegie,carnegie_control,fte,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i61,i62,i63,i64,i66,i67,i68,i69,i70,i71,i72,i73,i74,i75,i76,i77,i78,i79,i80,i81,i82,i83,i84,i85,i86,i87,i88,i89,i91,i92,i93,i94,i95,i97,i98,i99,i100
398,0,9,9,4,14.5,9,14.5,1,14.5,8,14.5,14.5,2,14.5,14.5,6,10,3,5,7,14.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,3,2,3,5,5,5,3,NA,NA,NA,NA,NA,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,2,5,0,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,3,0,3,0,0,0
399,0,9,9,5,14.5,1,9,14.5,14.5,14.5,14.5,14.5,2,10,3,7,4,6,14.5,14.5,8,5,3,0,3,5,5,3,5,3,0,3,3,3,0,0,0,5,2,5,0,0,5,3,5,5,5,0,0,0,3,2,3,2,5,0,2,0,2,2,3,0,3,2,2,2,2,3,2,2,2,2,3,5,0,3,3,3,2,3,3,2,0,0,0,2,2,2,2,2,3,2,2,2,2,5,0,0,2,3
400,1,8,8,0,5,14.5,10,14.5,1,2,4,7,6,14.5,14.5,8,14.5,3,14.5,14.5,9,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,3,2,0,2,2,2,5,2,2,2,5,2,0,0,2,2,0,0,2,0,3,3,5,5,5,0,0,3,0,0,0,2,0,5,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,1,9,9,5,10,6,14.5,3,14.5,14.5,4,14.5,1,2,7,14.5,9,14.5,14.5,5,8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,1,9,9,5,14.5,1,14.5,3,2,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4,14.5,14.5,5,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,0,NA,0,0,5,5,5,0,3,0,2,0,5,0,0,5,5,2,2,0,2,5,2,0,0,0,0,NA,NA,NA,NA,NA,3,3,3,NA,NA,3,5,NA,NA,NA,NA,NA,2,NA,2,2,0,3,0,0,0,0,2,NA,2,NA,NA,2,NA,2,NA,2,NA
403,1,9,9,4,14.5,1,14.5,2,5,14.5,9,14.5,14.5,14.5,7,4,14.5,10,8,6,3,14.5,2,0,0,3,2,3,0,3,2,0,3,5,2,0,0,2,2,0,3,3,5,2,5,0,0,2,0,0,2,2,3,2,0,0,0,2,0,0,2,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,2,0,0,0,0,0,0,0,NA,0
404,1,9,9,5,14.5,5,14.5,14.5,14.5,10,4,14.5,9,3,2,14.5,1,14.5,6,7,8,14.5,3,0,3,5,3,5,5,5,0,5,5,3,3,2,0,0,2,2,0,0,3,3,2,3,0,2,2,5,5,5,3,3,2,0,2,3,0,2,0,2,3,3,2,5,0,3,2,2,3,2,0,0,2,2,2,2,2,3,2,2,2,2,0,2,0,0,5,0,5,0,2,2,3,5,2,0,2,0
405,0,9,9,0,3,14.5,2,6,1,10,14.5,9,4,14.5,14.5,14.5,14.5,14.5,14.5,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1,9,9,5,14.5,3,14.5,5,2,14.5,14.5,4,6,7,10,14.5,14.5,1,14.5,14.5,9,8,0,0,0,0,0,3,5,3,3,3,3,0,0,0,3,3,2,3,0,2,0,0,3,3,5,2,0,0,0,3,3,3,0,3,5,2,3,0,2,0,5,3,0,2,3,3,3,2,0,0,0,3,0,3,0,0,0,2,0,3,0,0,0,2,0,3,2,0,5,2,0,0,2,0,0,0,0,0
407,1,1,1,3,14.5,14.5,14.5,4,3,8,5,6,14.5,1,14.5,14.5,14.5,2,10,7,9,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,3,NA,NA,NA,NA,2,0,0,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,0,9,9,4,4,2,6,3,8,14.5,10,14.5,1,5,14.5,14.5,14.5,14.5,7,9,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,2,0,5,2,0,0,0,0,0,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,9,9,4,3,14.5,14.5,14.5,5,10,14.5,14.5,2,1,6,14.5,8,4,14.5,7,14.5,9,0,0,0,0,0,0,0,5,5,3,0,5,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,5,2,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
410,1,9,9,5,14.5,14.5,14.5,3,14.5,14.5,1,14.5,4,6,8,9,14.5,2,14.5,7,10,5,NA,0,0,3,2,0,0,0,NA,3,5,0,5,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,5,0,0,2,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,5,2,2,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,2,0,0
411,0,9,9,5,3,2,10,7,4,8,14.5,14.5,14.5,6,1,9,14.5,5,14.5,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,2,2,NA,NA,NA,NA,2,5,5,3,3,5,3,0,5,5,0,3,3,5,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,0,3,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,0,9,9,4,3,2,1,8,4,6,5,14.5,14.5,14.5,14.5,10,9,7,14.5,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,NA,NA,NA,NA,5,3,0,0,0,0,5,0,3,2,0,0,0,5,3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1,8,8,0,7,2,4,9,14.5,14.5,3,10,14.5,14.5,1,6,14.5,5,8,14.5,14.5,14.5,2,0,2,0,0,3,0,5,2,2,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,2,2,3,0,2,5,0,0,0,2,2,0,0,0,0,5,2,2,2,2,0,5,5,2,2,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
414,0,9,9,0,14.5,4,7,2,14.5,14.5,5,14.5,6,14.5,3,14.5,14.5,1,8,10,9,14.5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,2,3,0,2,0,0,0,0,0,0,2,0,3,0,0,3,0,0,0,3,0,0,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0
415,0,9,9,0,14.5,14.5,4,8,6,14.5,14.5,14.5,14.5,14.5,7,5,14.5,1,9,2,3,10,0,0,2,3,0,0,5,0,0,5,0,5,0,0,2,2,0,2,5,0,0,2,2,3,0,3,5,2,5,5,5,5,0,2,0,3,NA,2,0,0,5,0,0,3,2,5,3,2,5,2,0,0,5,0,2,5,0,0,5,2,0,5,5,2,0,2,2,2,0,0,0,0,0,3,2,0,2,2
416,1,9,9,4,8,14.5,14.5,4,9,7,14.5,3,14.5,1,5,10,14.5,6,14.5,14.5,2,14.5,0,0,2,0,2,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,2,0,2,0,2,5,0,0,0,2,0,2,2,3,5,2,2,3,0,0,3,2,2,0,5,2,3,2,2,3,0,3,3,5,0,3,0,2,0,2,0,0,0,0,0,2,0,0,2,3,2,5,3,0,0,0,2
417,2,8,8,1,5,6,8,3,9,14.5,7,10,14.5,1,14.5,14.5,14.5,2,14.5,14.5,14.5,4,2,0,0,0,0,0,0,0,0,NA,0,2,0,0,0,2,0,2,3,2,0,0,2,2,2,2,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
418,2,2,3,5,14.5,4,1,8,14.5,14.5,2,3,14.5,14.5,10,14.5,14.5,5,6,7,9,14.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
419,1,1,1,1,14.5,9,1,3,14.5,10,8,14.5,14.5,7,5,14.5,2,6,14.5,14.5,4,14.5,2,3,0,3,NA,0,2,0,0,0,5,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,5,0,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
420,0,9,9,5,14.5,14.5,4,1,5,14.5,6,10,2,14.5,9,14.5,14.5,8,7,14.5,3,14.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,2,2,2,2,0,0,5,0,0,3,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,NA,0,0,0
421,2,8,8,3,9,3,14.5,1,14.5,10,14.5,6,14.5,14.5,14.5,14.5,14.5,8,5,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,1,9,9,5,14.5,1,10,14.5,5,6,14.5,14.5,14.5,3,2,4,14.5,14.5,14.5,8,9,7,2,0,0,5,5,0,3,0,5,5,5,5,2,0,3,3,0,0,0,2,3,2,3,3,3,2,NA,2,3,3,2,2,0,3,NA,5,2,2,5,3,5,0,0,2,0,3,2,0,0,2,2,0,5,2,2,5,0,2,0,0,0,0,3,0,5,0,0,2,2,3,2,2,2,3,0,0,0,0
423,0,9,9,0,9,14.5,7,6,14.5,14.5,14.5,14.5,8,1,14.5,3,14.5,2,4,5,14.5,10,5,3,3,0,5,0,0,0,0,5,5,0,5,0,3,2,0,3,0,3,2,3,3,2,2,2,2,2,3,3,2,5,2,2,0,3,2,2,5,3,5,5,2,0,0,3,0,3,2,3,2,0,0,2,2,0,2,0,5,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2
424,0,9,9,0,4,14.5,9,14.5,14.5,7,14.5,14.5,10,8,14.5,5,14.5,2,14.5,3,1,6,2,3,2,0,2,0,0,0,2,2,5,0,2,0,2,0,2,2,0,0,2,2,5,3,0,2,0,2,2,5,2,0,2,2,0,2,2,2,3,2,0,0,0,2,0,2,2,NA,0,0,0,3,0,0,5,3,0,0,2,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
425,0,9,9,0,9,14.5,10,14.5,14.5,14.5,14.5,14.5,3,6,14.5,4,14.5,2,8,5,7,1,NA,NA,NA,0,NA,0,0,0,NA,5,2,5,NA,0,5,0,2,3,0,0,NA,5,5,NA,NA,NA,NA,0,0,0,5,3,NA,2,0,2,3,3,3,0,5,0,0,3,0,3,3,0,0,0,3,3,3,5,2,5,2,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA
426,0,9,9,0,14.5,14.5,10,14.5,14.5,1,14.5,8,4,3,14.5,14.5,14.5,2,7,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,2,0,0,3,0,2,0,0,2,2,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
427,1,4,4,2,2,4,3,1,14.5,5,14.5,14.5,7,14.5,8,14.5,9,14.5,14.5,10,14.5,6,0,0,0,0,0,0,0,0,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,3,0,2,2,0,0,2,2,3,5,2,3,2,2,0,0,3,2,0,0,0,3,0,0,5,0,2,5,0,NA,3,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0
428,0,9,9,0,14.5,9,10,1,14.5,8,14.5,7,3,4,14.5,14.5,14.5,2,14.5,6,5,14.5,3,0,0,0,5,3,0,2,2,0,3,5,0,0,0,0,0,5,5,0,2,0,0,2,2,0,0,3,3,0,0,2,0,2,5,2,3,2,0,5,2,0,0,0,2,3,2,2,0,2,3,0,2,2,3,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,2,0,2,0,0,0,2,0
429,0,9,9,0,14.5,14.5,14.5,9,14.5,6,14.5,10,14.5,7,14.5,3,14.5,5,4,1,2,8,0,NA,5,5,5,0,0,3,0,0,NA,0,0,0,2,5,NA,NA,0,0,NA,0,NA,5,0,NA,3,0,3,5,3,3,3,NA,NA,0,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,3,3,0,5,5,0,0,0,0,2,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0
430,2,8,8,1,4,14.5,14.5,1,14.5,14.5,3,14.5,14.5,7,2,10,8,9,5,6,14.5,14.5,2,0,3,0,0,0,5,0,0,3,3,5,0,0,3,3,2,3,0,2,0,0,2,2,2,3,2,0,2,2,2,2,0,0,2,0,2,2,0,0,0,5,2,2,3,5,0,2,3,2,2,0,2,2,2,3,3,2,0,3,0,0,2,2,0,2,2,2,0,2,0,2,2,0,2,0,2,2
431,0,9,9,0,1,14.5,14.5,3,8,2,14.5,14.5,6,14.5,14.5,4,14.5,10,5,14.5,7,9,5,2,0,0,2,3,2,5,3,3,2,5,2,0,0,0,3,2,3,0,0,3,3,0,0,0,0,0,0,2,3,5,3,2,3,0,0,3,2,0,0,0,0,0,0,3,NA,3,0,0,5,5,3,3,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
432,0,9,9,0,1,6,14.5,2,8,9,4,14.5,14.5,14.5,14.5,5,3,14.5,10,14.5,7,14.5,0,NA,NA,NA,NA,0,5,0,NA,NA,0,3,0,2,NA,0,0,2,0,3,NA,0,5,3,3,0,3,5,0,0,3,3,3,3,3,0,0,0,3,3,2,5,2,3,3,3,3,2,2,2,NA,NA,NA,2,2,NA,NA,3,NA,3,2,2,0,2,0,NA,NA,NA,NA,2,3,NA,3,NA,NA,NA,3,3
433,1,8,8,0,14.5,5,14.5,6,14.5,8,14.5,14.5,14.5,14.5,1,3,14.5,2,14.5,9,4,7,3,3,0,5,3,5,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,5,3,3,0,0,0,0,0,0,3,3,3,5,5,0,0,0,0,5,5,0,2,5,5,3,3,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
434,0,9,9,0,14.5,4,3,6,7,14.5,14.5,9,1,10,14.5,5,14.5,14.5,8,14.5,14.5,2,0,2,5,0,3,0,5,5,5,0,3,3,5,2,0,5,0,0,5,5,0,0,3,2,5,2,2,0,3,5,3,3,2,2,3,0,2,0,5,3,5,5,2,5,5,3,2,5,0,2,3,2,3,5,5,5,5,0,2,5,2,0,0,2,0,2,2,0,5,0,2,3,3,0,0,0,0,0
435,1,2,2,2,3,2,7,14.5,14.5,8,4,14.5,14.5,14.5,1,14.5,14.5,10,14.5,9,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,3,3,5,5,3,0,0,0,0,3,3,0,5,0,0,5,0,0,3,5,0,3,0,0,0,5,3,0,0,0,3,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,9,9,0,7,2,14.5,4,1,14.5,14.5,14.5,8,14.5,9,3,6,14.5,5,10,14.5,14.5,0,0,0,3,0,0,3,0,3,0,0,5,0,0,2,3,3,2,0,0,0,5,0,3,0,2,2,3,3,3,2,3,2,2,0,3,2,3,2,2,0,0,2,3,0,2,0,2,0,0,0,0,0,3,3,0,0,3,0,0,0,3,2,0,0,0,5,0,0,2,2,2,3,0,0,0,0,0
437,2,8,8,1,14.5,5,14.5,14.5,4,1,2,10,14.5,9,7,14.5,14.5,6,14.5,14.5,8,3,5,0,2,0,0,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,NA,0,0,0,3,3,0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
438,1,9,9,2,14.5,1,14.5,6,3,5,14.5,7,14.5,14.5,4,14.5,14.5,14.5,14.5,14.5,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
439,2,8,8,1,5,14.5,14.5,9,4,14.5,10,14.5,2,14.5,1,7,14.5,14.5,14.5,3,8,6,NA,0,NA,0,NA,NA,0,NA,NA,5,5,NA,NA,0,0,NA,0,NA,2,NA,0,0,2,NA,NA,NA,NA,NA,NA,5,2,2,2,0,0,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,0,9,9,0,2,1,3,8,6,14.5,5,14.5,14.5,14.5,10,14.5,7,14.5,4,14.5,14.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,3,5,NA,NA,NA,NA,3,0,3,5,3,3,0,0,3,3,2,2,0,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,NA,0,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,0,9,9,0,1,8,2,14.5,4,7,14.5,14.5,10,14.5,14.5,14.5,3,9,14.5,14.5,5,6,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,5,0,3,0,2,0,2,2,0,2,0,2,3,2,3,2,2,2,5,2,3,3,2,2,0,0,2,0,3,3,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,5,2,3,0,2,0,0,0,0,0,0,0,0,2,3,0
442,0,9,9,0,6,14.5,5,14.5,8,2,3,14.5,14.5,14.5,9,7,14.5,4,10,14.5,1,14.5,3,2,2,3,3,0,3,3,5,2,3,2,0,3,3,3,2,2,2,3,3,2,2,0,0,2,3,2,NA,3,2,5,3,2,2,3,3,2,3,3,2,2,3,3,0,2,3,2,2,0,2,3,2,2,2,3,2,3,0,0,0,2,2,2,5,2,2,3,3,5,2,3,2,3,3,3,3,2
443,0,9,9,0,4,14.5,6,7,8,14.5,14.5,14.5,1,14.5,2,9,5,3,14.5,14.5,10,14.5,0,0,0,0,0,0,5,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,5,5,5,0,0,0,2,2,2,2,0,2,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,2,0,3,0,0,3,0,0,0,3,0,0,5,0,NA,0,0,0
444,0,0,0,0,7,14.5,14.5,1,9,14.5,14.5,8,4,5,2,14.5,14.5,14.5,14.5,3,10,6,2,0,0,5,NA,3,3,3,5,0,3,5,3,0,0,3,0,0,0,3,3,0,5,0,3,2,0,0,0,3,2,5,0,3,0,3,0,3,3,5,3,3,0,0,0,3,0,0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,2,0,3,0,0,0,0,0,0,0,2,5,0,0,0,0
